History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Village - town,Gender
5.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,3.0,1,1
5.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,0,0
3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,1.0,4.0,2.0,3.0,2.0,3.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,1,0
4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,1,1
5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1,1
1.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,1,0
5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,0,1
3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,1,0
4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,0,0
3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,0,1
3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,0,0
2.0,3.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,1,0
2.0,1.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,1,1
5.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,3.334990059642147,0,1
3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,1,1
3.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,4.0,4.0,0,1
2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,0,0
4.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,1,0
2.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1,1
3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,3.0,1,1
2.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.686939182452642,4.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,1,0
5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,1,0
3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,1,0
2.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,1,1
4.0,4.0,4.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,1,0
2.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,1,0
1.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,1,0
1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,0,0
1.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,5.0,3.0,5.0,1,0
5.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,1.0,3.0,0,0
5.0,4.0,5.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,0,0
2.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,0,0
2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,3.0,5.0,1.0,3.0,0,0
4.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,0,0
3.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,0,1
3.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,0,0
3.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,0,0
4.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,0,0
1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,5.0,0,0
3.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,0,0
5.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,2.0,5.0,3.0,5.0,0,1
3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,3.2340637450199203,4.0,5.0,4.0,1.0,0,0
5.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,0,0
4.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,1,0
1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,4.0,1.0,0,0
2.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,1,0
3.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,1,0
1.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,0,0
2.0,4.0,3.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,1,0
2.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,0,0
3.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,0,0
4.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,5.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,0,1
2.0,2.0,2.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,0,0
5.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,2.461767626613704,2.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1,1
3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.082917082917083,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1
3.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0,3.0,5.0,0,0
3.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,3.082917082917083,5.0,3.0,3.0,1.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,0,0
1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,5.0,1.0,3.0,5.0,2.0,3.0,0,0
2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,1,0
1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,5.0,0,0
3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,0,0
4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,0,0
1.0,2.0,2.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,4.0,2.0,5.0,4.0,1.0,5.0,3.0,5.0,0,0
3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,3.0,3.0,1,0
3.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.461767626613704,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,0,0
4.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,1,1
3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,0,0
3.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,1.0,0,0
5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,0,0
5.0,5.0,4.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,0,0
4.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,3.0,5.0,5.0,1.0,1,0
5.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,0,1
4.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,1,1
3.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.165,1.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,5.0,0,0
3.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,0,0
2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,0,1
1.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,5.0,0,0
2.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,4.0,5.0,1.0,0,1
2.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,0,1
2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,5.0,0,0
4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,0,0
4.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,0,0
2.0,2.0,1.0,1.0,3.0,5.0,4.0,3.0,3.0,2.0,3.1593625498007967,3.0,5.0,2.0,2.0,4.0,2.0,2.2730883813306852,5.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,0,1
5.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,0,1
4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,0,0
4.0,3.0,3.0,2.0,1.0,4.0,1.0,5.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1,1
3.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,0,0
4.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,1,0
5.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,0,0
3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,1,0
4.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,4.0,0,1
1.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,1,1
3.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,0,0
3.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,1.0,4.0,0,0
3.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,3.686939182452642,1.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,0,0
5.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,1.0,3.0,0,1
3.0,4.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,3.2767857142857144,3.0,3.0,5.0,2.0,1.0,1,0
4.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0,0,0
4.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,0,0
5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,0,0
3.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,0,0
2.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,0,0
3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,0,0
2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,1,0
